time_s,ankle_dorsiflexion_deg,ankle_inversion_deg,joint1_target_deg,joint1_measured_deg,joint1_error_deg,joint1_torque_nm,joint1_goal_tick,joint4_target_deg,joint4_measured_deg,joint4_error_deg,joint4_torque_nm,joint4_goal_tick,joint6_target_deg,joint6_measured_deg,joint6_error_deg,joint6_torque_nm,joint6_goal_tick
0.24,0.014199180671796026,0.09398274149591743,0.014199180671796026,0.008921163042107643,0.0052780176296883825,0.0005309932894006585,2048,0.0742918513168724,0.05501470086054353,0.019277150456328867,0.0013546661460598275,2049,-0.08849103198866841,-0.06393586390265116,-0.024555168086017255,-0.0018856594354604882,2047
0.25,0.01604057314219924,0.10190740321518438,0.01604057314219924,0.010277282162793298,0.005763290979405942,0.0005663977171526577,2048,0.08023411344695404,0.06026400323020389,0.019970110216750162,0.0013711576964717908,2049,-0.09627468658915325,-0.07054128539299716,-0.0257334011961561,-0.0019375554136244495,2047
0.26,0.01803353222148131,0.11014384364701069,0.01803353222148131,0.011764918175388066,0.006268614046093243,0.0006025224510863475,2048,0.08637060055803186,0.06572165888657791,0.02064894167145395,0.0013875020331575155,2049,-0.10440413277951315,-0.07748657706196596,-0.02691755571754719,-0.001990024484243865,2047
0.27,0.02018382868102879,0.11869067292351276,0.02018382868102879,0.013389954598509215,0.006793874082519575,0.0006393692922380585,2048,0.09269722360351751,0.07138352944578973,0.021313694157727787,0.001403592523659261,2049,-0.11288105228454628,-0.08477348404429892,-0.028107568240247356,-0.0020429618158973196,2047
0.28,0.022497199267169036,0.1275464488902778,0.022497199267169036,0.015158243156470385,0.007338956110698652,0.0006769377428108273,2048,0.09920986526788961,0.07724554750383954,0.021964317764050063,0.001419328176623669,2049,-0.12170706453505863,-0.0924037906603099,-0.029303273874748716,-0.0020962659194344985,2047
0.29,0.024979345452896987,0.13670967735998255,0.024979345452896987,0.017075604355450382,0.007903741097446603,0.000715225173570092,2048,0.10590438081047074,0.08330368496641122,0.022600695844059507,0.0014346194078670002,2049,-0.1308837262633677,-0.1003792893218616,-0.0305044369415061,-0.0021498445814370926,2047
0.3,0.027635932196371747,0.14617881237514735,0.027635932196371747,0.019147827439124025,0.00848810475724772,0.0007542270862521312,2048,0.1127765989137308,0.08955392733237333,0.023222671581357473,0.0014493909152922461,2049,-0.14041253111010255,-0.10870175477149735,-0.03171077633860519,-0.0022036180015443775,2046
0.31,0.030472586706421112,0.1559522564799742,0.030472586706421112,0.021380669848089645,0.009091916858331467,0.0007939374175292954,2048,0.11982232253595347,0.09599225391192409,0.02383006862402938,0.0014635824503357211,2049,-0.15029490924237454,-0.11737292376001371,-0.03292198548236082,-0.0022575198678650072,2046
0.32,0.03349489721529289,0.16602836100122875,0.03349489721529289,0.023779856303037403,0.009715040912255486,0.0008343488465427812,2048,0.12703732976811125,0.1026146235066594,0.024422706261451863,0.001477148161502898,2049,-0.1605322269834041,-0.12639447980969679,-0.03413774717370733,-0.002311497008045678,2046
0.33,0.0367084117588869,0.1764054263381035,0.0367084117588869,0.026351077619455182,0.010357334139431719,0.0008754530810202795,2048,0.13441737469477869,0.10941696482046773,0.02500040987431095,0.0014900550601905354,2050,-0.17112578645366552,-0.13576804243992288,-0.03535774401374266,-0.0023655081412108144,2046
0.34,0.04011863696470392,0.1870817022610185,0.04011863696470392,0.029099989345419318,0.011018647619284599,0.000917241107395822,2048,0.14195818825892675,0.11639517075885278,0.02556301750007396,0.0015022810347596852,2050,-0.1820768252236306,-0.14549516010427208,-0.036581665119358515,-0.0024195221421555013,2046
0.35000000000000003,0.04373103684774367,0.19805538821930066,0.04373103684774367,0.03203221029636124,0.011698826551382432,0.0009597033982434764,2048,0.1496554791304318,0.12354509576727189,0.026110383363159902,0.001513812724956559,2050,-0.19338651597817544,-0.15557730606363313,-0.03780920991454232,-0.0024735161232000325,2046
0.36,0.0475510316145832,0.20932463365768428,0.0475510316145832,0.035153321043500455,0.012397710571082738,0.0010028300759906566,2049,0.15750493457813416,0.13086255542043787,0.026642379157696267,0.001524643470499304,2050,-0.20505596619271735,-0.1660158764639383,-0.039040089728779016,-0.002527473546489963,2046
0.37,0.051583996475867394,0.22088753834158248,0.051583996475867394,0.038468862397065075,0.01311513407880232,0.0010466110356347213,2049,0.16550222134528594,0.138343327575596,0.02715889376968994,0.0015347714671345505,2050,-0.21708621782115334,-0.17681218997266102,-0.04027402784849228,-0.0025813825027692777,2046
0.38,0.05583526046743752,0.2327421526910589,0.05583526046743752,0.041984333912120864,0.013850926555316655,0.0010910360314175598,2049,0.17364298652821497,0.14598315452182908,0.027659832006385908,0.0015441982007515286,2050,-0.22947824699565253,-0.1879674884339499,-0.041510758561702624,-0.0026352342321691,2045
0.39,0.0603101052803273,0.244886478123451,0.0603101052803273,0.04570519243403826,0.014604912846289026,0.001136094733481595,2049,0.18192285845804712,0.15377774567893795,0.02814511277910915,0.0015529271838808927,2050,-0.24223296373837438,-0.19948293811297618,-0.0427500256253982,-0.002689021917362489,2045
0.4,0.06501376409984964,0.25731846740457276,0.06501376409984964,0.04963685069230347,0.015376913407546176,0.001181776760755694,2049,0.19033744758531326,0.16172278051310196,0.02861466707221127,0.0015609629869225016,2050,-0.25535121168516284,-0.2113596312054054,-0.04399158047975745,-0.0027427397476781985,2045
0.41000000000000003,0.06995142045399884,0.2700360250084379,0.06995142045399884,0.05378467594530845,0.016166744508690382,0.0012280716959827268,2049,0.19888234736727778,0.16981391143626315,0.029068435931014637,0.0015683105362461426,2050,-0.2688337678212766,-0.22359858738157157,-0.04523518043970503,-0.002796382232228869,2045
0.42,0.07512820707138937,0.2830370074854377,0.07512820707138937,0.058153988674618774,0.016974218396770595,0.0012749690881214372,2049,0.20755313515782067,0.17804676653912316,0.02950636861869754,0.001574974640330545,2050,-0.28268134222921,-0.2362007552137419,-0.046480587015468124,-0.002849943728451976,2045
0.43,0.08054920474895187,0.29631922383890524,0.08054920474895187,0.06275006132466161,0.017799143424290276,0.0013224584465079507,2049,0.21634537309970342,0.18641695207322515,0.029928421026478275,0.0015809597009804343,2050,-0.29689457784865525,-0.24916701339788674,-0.04772756445076853,-0.002903418147488382,2045
0.44,0.08621944122960315,0.3098804359099958,0.08621944122960315,0.06757811708244589,0.018641324147157277,0.0013705292302703277,2049,0.2252546090190504,0.19492005464679557,0.03033455437225484,0.0015862695673138875,2051,-0.3114740502486535,-0.26249817172924145,-0.04897587851941209,-0.002956798797584203,2044
0.45,0.0921438900901085,0.3237183587708195,0.0921438900901085,0.0726433286914963,0.01950056139861219,0.001419170835639184,2049,0.2342763773218805,0.20355164313374843,0.030724734188132072,0.0015909074939209058,2051,-0.3264202674119889,-0.2761949718252447,-0.0502252955867442,-0.0030100783295600787,2044
0.46,0.09832746963934876,0.33783066112574595,0.09832746963934876,0.07795081729437105,0.02037665234497772,0.0014683725830376923,2049,0.24340619989251364,0.21230727031787536,0.031098929574638248,0.0015948761699995338,2051,-0.34173366953186224,-0.2902580876122464,-0.05147558191961586,-0.0030632487530372053,2044
0.47000000000000003,0.10477504182720607,0.35221496572081556,0.10477504182720607,0.08350565129870949,0.021269390528496586,0.001518123705195466,2049,0.25263958699368855,0.22118247430723262,0.031457112686455936,0.0015981777923722426,2051,-0.3574146288208946,-0.3046881256059421,-0.0527265032149525,-0.003116301497567713,2044
0.48,0.11149141116427733,0.36686884976117795,0.11149141116427733,0.08931284526253924,0.02217856590173809,0.0015684133370177013,2049,0.261972038168218,0.2301727797594523,0.03179925840876573,0.0016008141613494645,2051,-0.3734634493324953,-0.3194856250219915,-0.0539778243105038,-0.003169227498367172,2044
